,en,fr,es,de,ru,pl
1729,neither,ni l'un ni l'autre,ni,weder,ни один,żaden
1730,nerve,nerf,nervio,Nerv,нерв,nerw
1731,nervous,nerveux,nervioso,nervös,нервный,nerwowy
1732,net,filet,neto,netto,сеть,internet
1733,network,réseau,red,Netzwerk,сеть,sieć
1734,never,jamais,nunca,niemals,никогда,nigdy
1735,nevertheless,néanmoins,sin embargo,Trotzdem,тем не менее,niemniej jednak
1736,new,nouveau,nuevo,neu,новый,nowy
1737,news,nouvelles,noticias,Nachricht,новости,aktualności
1738,newspaper,journal,periódico,Zeitung,газета,gazeta
1739,next,suivant,próximo,nächste,следующий,Następny
1740,nextÃ¯Â¿Â½to,prochain,Nextã¯â¿½to,Als nächstes € ½ to,Далее,Następnie to
1741,nice,bon,lindo,Hübsch,хороший,Ładny
1742,night,nuit,noche,Nacht,ночь,noc
1743,nightmare,cauchemar,pesadilla,Alptraum,кошмар,koszmar
1744,nine,neuf,nueve,neun,девять,dziewięć
1745,nineteen,dix-neuf,diecinueve,neunzehn,девятнадцать,dziewiętnaście
1746,ninety,quatre-vingt-dix,noventa,neunzig,девяносто,dziewięćdziesiąt
1747,no,Non,No,nein,нет,nie
1748,nobody,personne,nadie,niemand,никто,nikt
1749,noise,bruit,ruido,Lärm,шум,hałas
1750,noisy,bruyant,ruidoso,laut,шумный,hałaśliwy
1751,none,aucun,ninguno,keiner,никто,nic
1752,nor,ni,ni,noch,ни,ani
1753,normal,normale,normal,Normal,нормальный,normalna
1754,normally,normalement,normalmente,normalerweise,обычно,normalnie
1755,north,nord,norte,Norden,север,północ
1756,northern,nord,del norte,Nord,северный,północny
1757,nose,nez,nariz,Nase,нос,nos
1758,not,pas,no,nicht,нет,nie
1759,note,note,nota,Notiz,примечание,notatka
1760,nothing,rien,nada,Nichts,ничего,Nic
1761,notice,avis,aviso,beachten,уведомление,ogłoszenie
1762,notion,notion,noción,Vorstellung,понятие,pojęcie
1763,novel,roman,novedoso,Roman,роман,powieść
1764,November,Novembre,Noviembre,November,Ноябрь,Listopad
1765,now,maintenant,ahora,Jetzt,сейчас,Teraz
1766,nowhere,nulle part,en ningún lugar,nirgends,нигде,nigdzie
1767,nuclear,nucléaire,nuclear,Nuklear,ядерный,jądrowy
1768,number,nombre,número,Nummer,число,numer
1769,numerous,nombreux,numeroso,zahlreich,многочисленные,liczny
1770,nurse,infirmière,enfermero,Krankenschwester,медсестра,pielęgniarka
1771,nut,noix,tuerca,Nuss,орех,nakrętka
1772,obey,obéir,cumplir,gehorchen,подчиняться,przestrzegać
1773,object,objet,objeto,Objekt,объект,obiekt
1774,objective,objectif,objetivo,Objektiv,цель,cel
1775,obligation,obligation,obligación,Verpflichtung,обязательство,obowiązek
1776,observation,observation,observación,Beobachtung,наблюдение,obserwacja
1777,observe,observer,observar,beobachten,наблюдать,przestrzegać
1778,obtain,obtenir,obtener,erhalten,получать,uzyskać
1779,obvious,évident,obvio,offensichtlich,очевидный,oczywiste
1780,obviously,évidemment,obviamente,offensichtlich,очевидно,oczywiście
1781,occasion,occasion,ocasión,Gelegenheit,случай,okazja
1782,occasionally,occasionnellement,ocasionalmente,gelegentlich,изредка,sporadycznie
1783,occur,se produire,ocurrir,geschehen,происходить,zdarzać się
1784,ocean,océan,océano,Ozean,океан,ocean
1785,October,Octobre,Octubre,Oktober,Октябрь,Październik
1786,odd,impair,extraño,seltsam,странный,dziwne
1787,of,de,de,von,из,z
1788,off,désactivé,apagado,aus,выключенный,wyłączony
1789,offence,infraction,ofensa,Angriff,оскорбление,wykroczenie
1790,offend,offenser,ofender,beleidigen,обидеть,obrazić
1791,offensive,offensant,ofensivo,Offensive,оскорбительный,ofensywa
1792,offer,offre,oferta,Angebot,предложение,oferta
1793,office,bureau,oficina,Büro,офис,biuro
1794,officer,officier,oficial,Offizier,офицер,oficer
1795,official,officiel,oficial,offiziell,официальный,urzędnik
1796,often,souvent,a menudo,oft,часто,często
1797,oh,Oh,Vaya,Oh,ой,Oh
1798,oil,huile,aceite,Öl,масло,olej
1799,OK,D'ACCORD,DE ACUERDO,OK,ХОРОШО,OK
1800,old,vieux,viejo,alt,старый,stary
1801,old-fashioned,désuet,pasado de moda,altmodisch,старомодный,staromodny
1802,on,sur,en,An,на,
1803,once,une fois,una vez,einmal,один раз,raz
1804,one,un,uno,eins,один,jeden
1805,onion,oignon,cebolla,Zwiebel,лук,cebula
1806,online,en ligne,en línea,online,онлайн,online
1807,only,seulement,solo,nur,только,tylko
1808,onto,sur,sobre,auf,на,na
1809,open,ouvrir,abierto,offen,открыть,Otwarte
1810,opening,ouverture,apertura,Öffnung,открытие,otwór
1811,operate,fonctionner,funcionar,arbeiten,работать,działać
1812,operation,opération,operación,Betrieb,операция,działanie
1813,opinion,avis,opinión,Meinung,мнение,opinia
1814,opponent,adversaire,adversario,Gegner,противник,przeciwnik
1815,opportunity,opportunité,oportunidad,Gelegenheit,возможность,możliwość
1816,oppose,opposer,oponerse a,ablehnen,противостоять,sprzeciwiać się
1817,opposed,opposé,opuesto,entgegengesetzt,против,przeciwny
1818,opposite,opposé,opuesto,Gegenteil,противоположный,naprzeciwko
1819,opposition,opposition,oposición,Opposition,оппозиция,sprzeciw
1820,option,option,opción,Option,вариант,opcja
1821,or,ou,o,oder,или,Lub
1822,orange,orange,naranja,orange,апельсин,pomarańczowy
1823,order,commande,orden,Befehl,заказ,zamówienie
1824,ordinary,ordinaire,común,normal,обычный,zwykły
1825,organ,organe,órgano,Orgel,орган,organ
1826,organization,organisation,organización,Organisation,организация,organizacja
1827,organize,organiser,organizar,organisieren,организовать,zorganizować
1828,organized,organisé,organizado,organisiert,организованный,zorganizowany
1829,organizer,organisateur,organizador,Veranstalter,организатор,organizator
1830,origin,origine,origen,Herkunft,источник,pochodzenie
1831,original,original,original,Original,оригинал,oryginalny
1832,originally,initialement,originalmente,ursprünglich,первоначально,pierwotnie
1833,other,autre,otro,andere,другой,Inny
1834,otherwise,sinon,de lo contrario,ansonsten,в противном случае,W przeciwnym razie
1835,ought,devrait,debería,sollte,должен,powinien
1836,our,notre,nuestro,unser,наш,nasz
1837,ours,la nôtre,nuestro,unsere,наш,nasz
1838,ourselves,nous-mêmes,nosotros mismos,uns,сами,się
1839,out,dehors,afuera,aus,вне,na zewnątrz
1840,outcome,résultat,resultado,Ergebnis,исход,wynik
1841,outdoor,de plein air,exterior,im Freien,на открытом воздухе,plenerowy
1842,outdoors,en plein air,al aire libre,draußen,на открытом воздухе,na powietrzu
1843,outer,extérieur,exterior,äußere,внешний,zewnętrzny
1844,outline,contour,describir,Gliederung,контур,zarys
1845,outside,dehors,afuera,draußen,снаружи,poza
1846,oven,four,horno,Ofen,печь,piekarnik
1847,over,sur,encima,über,над,nad
1848,overall,dans l'ensemble,en general,gesamt,общий,Ogólnie
1849,owe,devoir,deber,verdanken,быть должным,być winnym
1850,own,propre,propio,eigen,собственный,własny
1851,owner,propriétaire,dueño,Eigentümer,владелец,właściciel
1852,pace,rythme,paso,Tempo,шаг,tempo
1853,pack,paquet,embalar,Pack,пакет,pakiet
1854,package,emballer,paquete,Paket,упаковка,pakiet
1855,page,page,página,Seite,страница,strona
1856,pain,douleur,dolor,Schmerz,боль,ból
1857,painful,douloureux,doloroso,schmerzhaft,болезненно,bolesny
1858,paint,peinture,pintar,malen,краска,farba
1859,painter,peintre,pintor,Maler,художник,malarz
1860,painting,peinture,cuadro,Malerei,рисование,malarstwo
1861,pair,paire,par,Paar,пара,para
1862,palace,palais,palacio,Palast,дворец,pałac
1863,pale,pâle,pálido,blass,бледный,blady
1864,pan,poêle,cacerola,Pfanne,кастрюля,patelnia
1865,panel,panneau,panel,Panel,панель,płyta
1866,pants,pantalon,pantalones,Hose,брюки,spodnie
1867,paper,papier,papel,Papier,бумага,papier
1868,paragraph,paragraphe,párrafo,Absatz,абзац,ustęp
1869,parent,mère,padre,Elternteil,родительский,roślina mateczna
1870,park,parc,parque,Park,парк,park
1871,parking,parking,aparcamiento,Parken,стоянка,parking
1872,parliament,parlement,parlamento,Parlament,Парламент,parlament
1873,part,partie,parte,Teil,часть,część
1874,participant,participant,partícipe,Teilnehmer,Участник,uczestnik
1875,participate,participer,participar,teilnehmen,участвовать,brać udział
1876,particular,particulier,particular,besondere,особый,konkretny
1877,particularly,particulièrement,particularmente,insbesondere,особенно,w szczególności
1878,partly,en partie,en parte,teilweise,частично,częściowo
1879,partner,partenaire,pareja,Partner,Партнер,partner
1880,party,faire la fête,fiesta,Party,вечеринка,impreza
1881,pass,passer,aprobar,passieren,проходить,przechodzić
1882,passage,passage,paso,Passage,проход,przejście
1883,passenger,passager,pasajero,Passagier,пассажир,pasażer
1884,passion,passion,pasión,Hingabe,страсть,pasja
1885,passport,passeport,pasaporte,Reisepass,паспорт,paszport
1886,past,passé,pasado,Vergangenheit,прошлое,przeszłość
1887,path,chemin,camino,Weg,путь,ścieżka
1888,patient,patient,paciente,geduldig,пациент,pacjent
1889,pattern,modèle,patrón,Muster,шаблон,wzór
1890,pay,payer,pagar,zahlen,платить,płacić
1891,payment,paiement,pago,Zahlung,оплата,zapłata
1892,peace,paix,paz,Frieden,мир,pokój
1893,peaceful,pacifique,pacífico,friedlich,мирный,spokojny
1894,pen,stylo,bolígrafo,Stift,ручка,pióro
1895,pencil,crayon,lápiz,Bleistift,карандаш,ołówek
1896,penny,penny,centavo,Penny,пенни,grosz
1897,pension1,Pension1,pensión1,Pension1,пенсия1,emerytura 1
1898,people,personnes,gente,Menschen,люди,ludzie
1899,pepper,poivre,pimienta,Pfeffer,перец,pieprz
1900,per,par,por,pro,перемещение,za
1901,percentage,pourcentage,porcentaje,Prozentsatz,процент,procent
1902,perfect,parfait,perfecto,perfekt,идеальный,doskonały
1903,perfectly,parfaitement,perfectamente,perfekt,идеально,doskonale
1904,perform,effectuer,llevar a cabo,durchführen,выполнять,dokonywać
1905,performance,performance,actuación,Leistung,производительность,wydajność
1906,perhaps,peut-être,tal vez,vielleicht,возможно,być może
1907,period,période,período,Zeitraum,период,okres
1908,permanent,permanent,permanente,dauerhaft,постоянный,stały
1909,permission,autorisation,permiso,Erlaubnis,разрешение,pozwolenie
1910,permit,permis,permiso,erlauben,разрешать,zezwolenie
1911,person,personne,persona,Person,человек,osoba
1912,personal,personnel,personal,persönlich,личный,osobisty
1913,personality,personnalité,personalidad,Persönlichkeit,личность,osobowość
1914,personally,personnellement,personalmente,persönlich,лично,osobiście
1915,perspective,perspective,perspectiva,Perspektive,перспектива,perspektywiczny
1916,persuade,persuader,persuadir,überreden,убеждать,namówić
1917,pet,animal de compagnie,mascota,Haustier,домашний питомец,zwierzak domowy
1918,petrol,essence,gasolina,Benzin,бензин,benzyna
1919,phase,phase,fase,Phase,фаза,faza
1920,phenomenon,phénomène,fenómeno,Phänomen,явление,zjawisko
1921,philosophy,philosophie,filosofía,Philosophie,Философия,filozofia
1922,phone,téléphone,teléfono,Telefon,телефон,telefon
1923,photo,photo,foto,Foto,фото,zdjęcie
1924,photograph,photographier,fotografía,Foto,фотография,fotografia
1925,photographer,photographe,fotógrafo,Fotograf,фотограф,fotograf
1926,photography,photographie,fotografía,Fotografie,Фотография,fotografia
1927,phrase,phrase,frase,Phrase,фраза,wyrażenie
1928,physical,physique,físico,physisch,физический,fizyczny
1929,physics,physique,física,Physik,физика,fizyka
1930,piano,piano,piano,Klavier,пианино,fortepian
1931,pick,prendre,elegir,wählen,выбирать,wybierać
1932,picture,image,imagen,Bild,картина,zdjęcie
1933,piece,morceau,pedazo,Stück,кусок,sztuka
1934,pig,cochon,cerdo,Schwein,свинья,świnia
1935,pile,pile,montón,Stapel,куча,stos
1936,pilot,pilote,piloto,Pilot,пилот,pilot
1937,pin,épingle,alfiler,Stift,приколоть,szpilka
1938,pink,rose,rosa,Rosa,розовый,różowy
1939,pipe,tuyau,tubo,Rohr,трубка,rura
1940,pitch,pas,paso,Tonhöhe,подача,poziom
1941,place,lieu,lugar,Ort,место,miejsce
1942,plain,plaine,plano,schmucklos,простой,zwykły
1943,plan,plan,plan,planen,план,plan
1944,plane,avion,avión,Flugzeug,самолет,samolot
1945,planet,planète,planeta,Planet,планета,planeta
1946,planning,planification,planificación,Planung,планирование,planowanie
1947,plant,usine,planta,Anlage,растение,zakład
1948,plastic,plastique,plástico,Plastik,пластик,plastikowy
1949,plate,plaque,lámina,Platte,тарелка,płyta
1950,platform,plate-forme,plataforma,Plattform,платформа,platforma
1951,play,jouer,jugar,spielen,играть,grać
1952,player,joueur,jugador,Spieler,игрок,odtwarzacz
1953,pleasant,agréable,agradable,angenehm,приятный,przyjemny
1954,please,s'il te plaît,por favor,Bitte,пожалуйста,Proszę
1955,pleased,heureux,complacido,erfreut,довольный,zadowolony
1956,pleasure,plaisir,placer,Vergnügen,удовольствие,przyjemność
